variable_name,variable_description,variable_source,form_location,variable_coverage,form_scope,variable_datatype
F9_09_EXP_GRANT_FRGN_TOT,total Grants to Foreign Orgs and Governments - Total Expense,PC,F990-PC-PART-09-LINE-03-COL-A,2012-2022,PC-501C3,integer;integer64;numeric
F9_09_EXP_GRANT_US_INDIV_TOT,Grants To Domestic Individuals - Total,PC,F990-PC-PART-09-LINE-02-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_GRANT_US_ORG_TOT,Grants To Domestic Orgs - Total,PZ,F990-PC-PART-09-LINE-01-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_INFO_TECH_TOT,Information Technology - Total,PC,F990-PC-PART-09-LINE-14-COL-A,2012-2022,PC-501C3,integer64;integer
F9_09_EXP_INSURANCE_TOT,Insurance - Total,PC,F990-PC-PART-09-LINE-23-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_INT_TOT,Interest - Total,PC,F990-PC-PART-09-LINE-20-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_OCCUPANCY_TOT,Occupancy; rent; utilities; and maintenance,PZ,"F990-EZ-PART-01-LINE-14;
F990-PC-PART-09-LINE-16-COL-A",2012-2022,PC-501C3,numeric
F9_09_EXP_OFFICE_TOT,Office Expenses - Total,PZ,F990-PC-PART-09-LINE-13-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_OTH_EMPL_BEN_TOT,Other Employee Benefits - Total,PC,F990-PC-PART-09-LINE-09-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_OTH_OTH_TOT,Other expenses - total expense,PC,F990-PC-PART-09-LINE-24E-COL-A,2020-2022,PC-501C3,numeric;integer
F9_09_EXP_OTH_SAL_WAGE_TOT,Other Salaries And Wages - Total,PC,F990-PC-PART-09-LINE-07-COL-A,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_09_EXP_OTH_TOT,Other Expenses - Total,PC,F990-PC-PART-09-LINE-24-ABCD-COL-A,2012-2022,PC-501C3,integer64;numeric
F9_09_EXP_PAYROLL_TAX_TOT,Payroll Taxes - Total,PC,F990-PC-PART-09-LINE-10-COL-A,2012-2013; 2020-2022,PC-501C3,integer;numeric
F9_09_EXP_PAY_AFFIL_TOT,Payments To Affiliates - Total,PC,F990-PC-PART-09-LINE-21-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_PENSION_CONTR_TOT,Pension Plan Contributions - Total,PC,F990-PC-PART-09-LINE-08-COL-A,2012-2022,PC-501C3,numeric
F9_09_EXP_ROY_TOT,Royalties - Total,PC,F990-PC-PART-09-LINE-15-COL-A,2012-2022,PC-501C3,numeric;integer
F9_09_EXP_TOT_TOT,Total Functional Expenses - Total,PC,F990-PC-PART-09-LINE-25-COL-A,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_09_EXP_TRAVEL_ENTMT_TOT,Travel Entrtnmnt Public Officials - Total,PC,F990-PC-PART-09-LINE-18-COL-A,2012-2022,PC-501C3,integer
F9_09_EXP_TRAVEL_TOT,Travel - Total,PC,F990-PC-PART-09-LINE-17-COL-A,2012-2022,PC-501C3,numeric;integer
F9_10_ASSET_ACC_NET_EOY,"Net accounts receivable, end of year",PC,F990-PC-PART-10-LINE-04-EOY,2012-2022,PC-501C3,integer64;integer;numeric
F9_10_ASSET_CASH_EOY,"Cash, non-interest-bearing, end of year",PZ,F990-PC-PART-10-LINE-01-EOY,2012-2022,PC-501C3,numeric;integer
F9_10_ASSET_EXP_PREPAID_EOY,Ending of year,PC,F990-PC-PART-10-LINE-09-EOY,2012-2022,PC-501C3,numeric
F9_10_ASSET_INTANGIBLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-14-EOY,2012-2022,PC-501C3,numeric
F9_10_ASSET_INVEST_PROG_RLTD_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-13-EOY,2012-2022,PC-501C3,numeric
F9_10_ASSET_INVEST_SEC_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-11-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_ASSET_INVEST_SEC_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-12-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_ASSET_INV_SALE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-08-EOY,2012-2022,PC-501C3,numeric
F9_10_ASSET_LAND_BLDG_DEPREC,Less: accumulated depreciation,PC,F990-PC-PART-10-LINE-10B,2020-2022,PC-501C3,numeric
F9_10_ASSET_LAND_BLDG_NET_EOY,Net value including lands; buildings; and equipment; end of year,PZ,"F990-EZ-PART-02-LINE-23-EOY;
F990-PC-PART-10-LINE-10C-EOY",2012-2019,PC-501C3,integer64
F9_10_ASSET_LOAN_DSQ_PERS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-06-EOY,2012-2022,PC-501C3,numeric;integer
F9_10_ASSET_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-05-EOY,2012-2022,PC-501C3,numeric
F9_10_ASSET_NOTE_LOAN_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-07-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_ASSET_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-15-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_ASSET_PLEDGE_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-03-EOY,2012-2022,PC-501C3,integer64;integer;numeric
F9_10_ASSET_SAVING_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-02-EOY,2012-2022,PC-501C3,integer;integer64;numeric
F9_10_ASSET_TOT_BOY,"Total assets, beginning of year",PZ,"F990-EZ-PART-02-LINE-25-BOY;
F990-PC-PART-10-LINE-16-BOY",2012-2013,PC-501C3,integer64
F9_10_ASSET_TOT_EOY,"Total assets, end of year",PZ,"F990-EZ-PART-02-LINE-25-EOY;
F990-PC-PART-10-LINE-16-EOY",2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_10_LIAB_ACC_PAYABLE_EOY,"Accounts payable and accrued expenses, end of year",PC,F990-PC-PART-10-LINE-17-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_LIAB_ESCROW_ACC_EOY,"Escrow or custodial account liability, end of year",PC,F990-PC-PART-10-LINE-21-EOY,2012-2022,PC-501C3,numeric;integer
F9_10_LIAB_GRANT_PAYABLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-18-EOY,2012-2022,PC-501C3,numeric
F9_10_LIAB_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-22-EOY,2012-2022,PC-501C3,numeric
F9_10_LIAB_MTG_NOTE_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-23-BOY,2012-2013,PC-501C3,integer64;integer
F9_10_LIAB_MTG_NOTE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-23-EOY,2012-2013; 2020-2022,PC-501C3,integer64;integer;numeric
F9_10_LIAB_NOTE_UNSEC_EOY,Ending of year,PC,F990-PC-PART-10-LINE-24-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_LIAB_OTH_EOY,Ending of year,PC,F990-PC-PART-10-LINE-25-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_LIAB_REV_DEFERRED_EOY,"Deferred revenue, end of year",PC,F990-PC-PART-10-LINE-19-EOY,2012-2022,PC-501C3,integer64;integer;numeric
F9_10_LIAB_TAX_EXEMPT_BOND_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-20-BOY,2012-2013,PC-501C3,integer64
F9_10_LIAB_TAX_EXEMPT_BOND_EOY,Ending of year,PC,F990-PC-PART-10-LINE-20-EOY,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_10_LIAB_TOT_BOY,"Total liabilities, beginning of year",PZ,"F990-EZ-PART-02-LINE-26-BOY;
F990-PC-PART-10-LINE-26-BOY",2012-2013,PC-501C3,integer64
F9_10_LIAB_TOT_EOY,"Total liabilities, end of year",PZ,"F990-EZ-PART-02-LINE-26-EOY;
F990-PC-PART-10-LINE-26-EOY",2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_10_NAFB_CAP_STCK_EOY,"Capital stock or trust principal, or current funds, end of year",PC,F990-PC-PART-10-LINE-30-EOY,2012-2022,PC-501C3,integer64;integer;numeric
F9_10_NAFB_CAP_SURPLUS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-31-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_NAFB_EARNING_RETAINED_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-32-BOY,2012-2013,PC-501C3,integer64
F9_10_NAFB_EARNING_RETAINED_EOY,Ending of year,PC,F990-PC-PART-10-LINE-32-EOY,2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_10_NAFB_RESTRICT_PERM_EOY,Ending of year,PC,F990-PC-PART-10-LINE-29-EOY,2012-2022,PC-501C3,integer64;integer
F9_10_NAFB_RESTRICT_TEMP_EOY,Ending of year,PC,F990-PC-PART-10-LINE-28-EOY,2012-2022,PC-501C3,integer64;integer;numeric
F9_10_NAFB_TOT_BOY,"Net assets or fund balances, beginning of year",PZ,"F990-EZ-PART-02-LINE-27-BOY;
F990-PC-PART-10-LINE-33-BOY",2012-2013,PC-501C3,integer64
F9_10_NAFB_TOT_EOY,"Net assets or fund balances, end of year",PZ,"F990-EZ-PART-02-LINE-27-EOY;
F990-PC-PART-10-LINE-33-EOY",2012-2013; 2020-2022,PC-501C3,integer64;numeric
F9_10_NAFB_TOT_LIAB_NAFB_EOY,Ending of year,PC,F990-PC-PART-10-LINE-34-EOY,2012-2022,PC-501C3,integer64;numeric
F9_10_NAFB_UNRESTRICT_EOY,Ending of year,PC,F990-PC-PART-10-LINE-27-EOY,2012-2022,PC-501C3,integer64;integer;numeric
GEO_ZIP5,5-digit Zip Code,NA,NA,2012-2019,PC-501C3,integer
MISSION_NTEE,NTEE Codes,NA,NA,2012-2019,PC-501C3,character
RTRN_ID,Unique ID,NA,NA,,PC-501C3,
SA_01_PCSTAT_ORG_AMT_SUPPORT,Amount of support,PZ,SCHED-A-PART-01-LINE-12G-COL-v,2020-2022,PC-501C3,numeric
SA_01_PCSTAT_ORG_AMT_SUPPORT_TOT,Sum of amounts of support,PZ,SCHED-A-PART-01-LINE-12G-COL-v-TOT,2012-2019,PC-501C3,integer64;integer
SA_01_PCSTAT_SUPPORT_ORG_NUM,Number of supported organizations,PZ,SCHED-A-PART-01-LINE-12F,2012-2022,PC-501C3,integer
SA_01_PCSTAT_SUPPORT_ORG_X,Supporting organization 509(a)(3),PZ,SCHED-A-PART-01-LINE-12,2012-2013,PC-501C3,integer
SA_02_PUB_CONTR_SBST_TOT,Amounts from substantial contributors total,PZ,SCHED-A-PART-02-SECTION-A-LINE-05-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_02_PUB_GIFT_GRANT_CONTR_TOT,Gifts Grants Contri Rcvd170 Grp - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-01-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_02_PUB_SUPPORT_TOT,Public Support Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-06-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_02_PUB_TAXREV_LEVIED_TOT,Tax Rev Levied For Org Benefit170 - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-02-COL-F,2012-2022,PC-501C3,integer;numeric
SA_02_PUB_TOT_L123_TOT,Total - Total - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-04-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_02_PUB_VALUE_SVC_GOVT_TOT,Govt Furn Srvc Fclts Vl170 Grp - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-03-COL-F,2012-2022,PC-501C3,integer;numeric
SA_02_TOT_AMT_L4_CY_TOT,Amounts From Line4 - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-07-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_02_TOT_GRO_RCPT_RLTD_ACTS,Gross receipts from admissions; merchandise sold or services performed; or furnishing of facilities in any activity that is related to the organization's tax-exempt purpose,PZ,SCHED-A-PART-02-SECTION-B-LINE-12,2012-2022,PC-501C3,integer64;numeric;integer
SA_02_TOT_INCOME_GRO_TOT,Gross Investment Income - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-08-COL-F,2012-2022,PC-501C3,integer;integer64
SA_02_TOT_INCOME_NET_UBIZ_TOT,Net UBI - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-09-COL-F,2012-2022,PC-501C3,numeric;integer
SA_02_TOT_INCOME_OTH_TOT,Other Income - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,2012-2022,PC-501C3,integer;integer64;numeric
SA_02_TOT_SUPPORT_TOT,Form990 Schedule APart II - Total support,PZ,SCHED-A-PART-02-SECTION-B-LINE-11-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_03_PUB_ADD_L7AB_TOT,Subst And Dsqlfy Prsns Tot Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-F,2012-2022,PC-501C3,integer64;integer;numeric
SA_03_PUB_AMT_CONTR_SBST_TOT,Amts From Subst Contributors - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-F,2012-2022,PC-501C3,integer64;integer;numeric
SA_03_PUB_AMT_PERS_DSQ_TOT,Amounts Rcvd Dsqlfy Person Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-F,2012-2022,PC-501C3,numeric
SA_03_PUB_GIFT_GRANT_CONTR_TOT,Gifts Grants Contrib Received - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-01-COL-F,2012-2022,PC-501C3,integer64;integer;numeric
SA_03_PUB_GRO_RCPT_ADM_TOT,Gross Receipts Admissions Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-02-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,Gross Receipts From Non UBI - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-03-COL-F,2012-2022,PC-501C3,integer;integer64;numeric
SA_03_PUB_SUPPORT_TOT,Public support total,PZ,SCHED-A-PART-03-SECTION-A-LINE-08-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_03_PUB_TAXREV_LEVIED_TOT,Tax Rev Levied For Org Benefit509 - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-04-COL-F,2012-2022,PC-501C3,integer;numeric
SA_03_PUB_TOT_L1_5_TOT,Total - Total - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-06-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_03_PUB_VALUE_SVC_GOVT_TOT,Govt Furn Srvc Fclts Vl509 Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-05-COL-F,2012-2022,PC-501C3,integer;numeric
SA_03_TOT_ADD_L10AB_TOT,Investment Income And UBTI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10C-COL-F,2012-2022,PC-501C3,integer;numeric
SA_03_TOT_AMT_L6_TOT,Amts From Line6 - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-09-COL-F,2012-2022,PC-501C3,integer64;numeric
SA_03_TOT_INCOME_GRO_TOT,Gross Investment Income - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10A-COL-F,2012-2022,PC-501C3,numeric;integer
SA_03_TOT_INCOME_NET_UBIZ_TOT,Net Income From Other UBI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-11-COL-F,2012-2022,PC-501C3,numeric;integer
SA_03_TOT_INCOME_OTH_TOT,Other Income - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-12-COL-F,2012-2022,PC-501C3,numeric
SA_03_TOT_INCOME_UBIZ_TOT,Post1975 UBTI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10B-COL-F,2012-2022,PC-501C3,numeric;integer
SA_03_TOT_SUPPORT_TOT,Total Support Calendar Year Grp - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-13-COL-F,2012-2022,PC-501C3,integer64;numeric
SR_02_RLTD_ORG_PCSTAT,Public charity status (if 501(c)(3)),PC,SCHED-R-PART-02-COL-E,2012-2019,PC-501C3,character
TAX_YEAR,Tax Year,NA,NA,2012-2022,PC-501C3,integer
DUP_RTRN_X,Indicates duplicate return,NA,NA,,PZ-501C3,
F9_00_EXEMPT_STAT_501C3_X,Indicates a 501(c)(3) organization,HD,"F990-EZ-PART-00-SECTION-J;
F990-PC-PART-00-SECTION-I",1989-2019,PZ-501C3,integer;character
F9_00_GROUP_EXEMPT_NUM,Group exemption number,HD,"F990-EZ-PART-00-SECTION-F;
F990-PC-PART-00-SECTION-HC",1989-2013,PZ-501C3,integer
F9_00_GRO_RCPT,Gross Receipts (Header),HD,"F990-EZ-PART-00-SECTION-L;
F990-PC-PART-00-SECTION-G",1989-2019,PZ-501C3,integer64
F9_00_ORG_ADDR_CITY,Address of Filing Organization (US City),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",1989-2019,PZ-501C3,character
F9_00_ORG_ADDR_L1,Address of Filing Organization (US Line 1),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",1989-2019,PZ-501C3,character
F9_00_ORG_ADDR_STATE,Address of Filing Organization (US State),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",1989-2019,PZ-501C3,character
F9_00_ORG_ADDR_ZIP,Address of Filing Organization (US Zip Code),HD,"F990-EZ-PART-00-SECTION-C;
F990-PC-PART-00-SECTION-C",1989-2019,PZ-501C3,character
F9_00_ORG_EIN,Orgainization Employer Identification Number (EIN),HD,F990-PC-PART-00-SECTION-D,1989-2022,PZ-501C3,character
F9_00_ORG_NAME_DBA_L1,Doing business as (line 1),HD,F990-PC-PART-00-SECTION-C,1989-2019,PZ-501C3,character
F9_00_ORG_NAME_L1,Name of Filing Organization (line 1),HD,F990-PC-PART-00-SECTION-C,1989-2019,PZ-501C3,character
F9_00_RETURN_TYPE,Return type,HD,F990-PC-PART-00-LINE-00,2005-2013,PZ-501C3,integer
F9_00_TAX_PERIOD_BEGIN_DATE,Tax period begin date,HD,F990-PC-PART-00-SECTION-A,1989-2019,PZ-501C3,integer
F9_00_TAX_PERIOD_END_DATE,Tax period end date,HD,F990-PC-PART-00-SECTION-A,1989-2022,PZ-501C3,integer
F9_00_TAX_YEAR,Tax year,HD,F990-PC-PART-00-SECTION-A,1989-2019,PZ-501C3,integer
F9_01_EXP_BEN_PAID_MEMB_CY,Benefits paid to or for members,PZ,"F990-EZ-PART-01-LINE-11;
F990-PC-PART-01-LINE-14-CY",2011-2013,PZ-501C3,integer;integer64
F9_01_EXP_FEE_OTH_PAY_KONTR,Professional fees and other payments to independent contractors,EZ,F990-EZ-PART-01-LINE-13,2011-2013,PZ-501C3,integer;integer64
F9_01_EXP_FUNDR_TOT_CY,Total fundraising expense - CY,PC,F990-PC-PART-01-LINE-16B,1989-2010,PZ-501C3,integer;integer64
F9_01_EXP_OTH_CY,Other expenses -CY,PZ,F990-PC-PART-01-LINE-17-CY,2011-2013,PZ-501C3,integer;integer64
F9_01_EXP_REV_LESS_EXP_CY,Excess or deficit,PZ,"F990-EZ-PART-01-LINE-18;
F990-PC-PART-01-LINE-19-CY",1995-2022,PZ-501C3,integer;integer64;numeric
F9_01_EXP_TOT_CY,Total expenses - CY,PZ,"F990-EZ-PART-01-LINE-17;
F990-PC-PART-01-LINE-18-CY",2020-2022,PZ-501C3,numeric
F9_01_NAFB_TOT_EOY,Net assets EOY,PZ,"F990-EZ-PART-01-LINE-21;
F990-PC-PART-01-LINE-22-EOY",1989-2022,PZ-501C3,integer64;numeric
F9_01_REV_CONTR_TOT_CY_2,Contributions; gifts; grants; and similar amounts received,PZ,F990-EZ-PART-01-LINE-01,2020-2022,PZ-501C3,numeric
F9_01_REV_INVEST_TOT_CY,Investment income - current year,PZ,"F990-EZ-PART-01-LINE-04;
F990-PC-PART-01-LINE-10-CY",2020-2022,PZ-501C3,integer
F9_01_REV_TOT_CY,Total revenue - CY,PZ,"F990-EZ-PART-01-LINE-09;
F990-PC-PART-01-LINE-12-CY",2020-2022,PZ-501C3,numeric
F9_03_PROG_CODE,Activity2 - Activity code,PC,F990-PC-PART-03-LINE-04-ABCD,1989-2019,PZ-501C3,integer;character
F9_03_PROG_EXP_TOT,Total Program Service Revenue (Accomplishments Summary),PZ,"F990-EZ-PART-03-LINE-32;
F990-PC-PART-03-LINE-04E",2005-2009,PZ-501C3,integer;integer64
F9_04_AFS_CONSOL_X,Consolidated audited financial statement?,PC,F990-PC-PART-04-LINE-12B,2020-2022,PZ-501C3,character
F9_04_AFS_IND_X,Independent audited financial statements?,PC,F990-PC-PART-04-LINE-12A,2020-2022,PZ-501C3,character
F9_04_BIZ_TRANSAC_DTK_ENTITY_X,"Was the organization a party to a business transaction with one of the following parties: An entity of which a current or former officer, director, trustee, or key employee (or a family member thereof) was an officer, director, trustee, or direct, or indirect owner?",PC,F990-PC-PART-04-LINE-28C,2020-2022,PZ-501C3,character
F9_04_BIZ_TRANSAC_DTK_FAM_X,"Was the organization a party to a business transaction with one of the following parties: A family member of a current or former officer, director, trustee, or key employee?",PC,F990-PC-PART-04-LINE-28B,2020-2022,PZ-501C3,character
F9_04_BIZ_TRANSAC_DTK_X,"Was the organization a party to a business transaction with one of the following parties: A current former officer, director, trustee, or key employee?",PC,F990-PC-PART-04-LINE-28A,2020-2022,PZ-501C3,character
F9_04_COLLEC_ART_X,Collections of art?,PC,F990-PC-PART-04-LINE-08,2020-2022,PZ-501C3,character
F9_04_COMP_DTK_YES_X,"PartVII; Lines 3; 4; or 5 = ""Yes""?",PC,F990-PC-PART-04-LINE-23,2020-2022,PZ-501C3,character
F9_04_CONSERV_EMT_X,Conservation easements?,PC,F990-PC-PART-04-LINE-07,2020-2022,PZ-501C3,character
F9_04_CONTR_ART_HIST_X,"Did the organization receive contributions of art, historical treasures, or other similar assets, or qualified conservation contributions?",PC,F990-PC-PART-04-LINE-30,2020-2022,PZ-501C3,character
F9_04_CONTR_NONCSH_MT_25K_X,"Did the organization receive more than $25,000 in non-cash contributions?",PC,F990-PC-PART-04-LINE-29,2020-2022,PZ-501C3,character
F9_04_CREDIT_COUNS_X,Credit counseling?,PC,F990-PC-PART-04-LINE-09,2020-2022,PZ-501C3,character
F9_04_DAF_X,,PZ,"F990-EZ-PART-05-LINE-44A;
F990-PC-PART-04-LINE-06",2020-2022,PZ-501C3,character
F9_04_DESC_IN_501C3_X,Described in 501(c)(3)?,PC,F990-PC-PART-04-LINE-01,2020-2022,PZ-501C3,character
F9_04_DOA_X,Partial liquidation? (F990-PC-PART-04-LINE-31-32-COMBINED: F990-EZ-PART-05-LINE-36),PZ,F990-PC-PART-04-LINE-32,2020-2022,PZ-501C3,character
